age,gender,city_tier,marital_status,dependents,education,occupation,years_experience,employer_type,job_switches,monthly_salary,monthly_expenses,disposable_income,income_volatility,savings_balance,existing_investments,bank_relationship_years,credit_score,credit_history_length_years,num_credit_cards,total_credit_limit,credit_card_outstanding,credit_utilization_ratio,existing_loans_count,existing_emi,past_defaults,late_payments_last_12m,loan_purpose,requested_loan_amount,loan_tenure_months,interest_rate_pct,emi,collateral_available,co_applicant,emi_to_income_ratio,loan_to_income_ratio,total_debt_to_income_ratio,expense_to_income_ratio,disposable_income_after_loan,savings_to_loan_ratio,debt_burden_score,delinquency_score,income_stability_score,employment_tenure_ratio,credit_maturity_score,loan_amount_to_salary_multiple,has_collateral_flag,has_co_applicant_flag,default
30,Female,Tier-2,Married,0,Bachelor's,Gig/Freelance,8,Startup,2,34700.0,12300.0,22400.0,0.615,77400.0,38000.0,9,618,8,5,266000.0,120500.0,0.453,0,0.0,0,5,Personal,190000.0,12,14.31,17087.0,0,1,0.492,0.456,0.597,0.354,5313.0,0.407,0.382,5,0.398,4.0,0.568,5.5,0,1,0
38,Female,Tier-2,Married,0,Diploma,Self-Employed - Business,17,Self-Employed,4,40700.0,16400.0,24300.0,0.387,619100.0,116700.0,17,603,15,1,72000.0,46000.0,0.639,1,2400.0,0,2,Personal,157000.0,60,15.1,3743.0,1,1,0.151,0.321,0.185,0.403,18157.0,3.943,0.307,2,0.708,4.25,0.716,3.9,1,1,0
32,Female,Tier-2,Married,3,Bachelor's,Salaried - Private,8,MNC,4,57700.0,23300.0,34400.0,0.099,201000.0,115900.0,10,645,9,1,85000.0,23800.0,0.28,0,0.0,0,2,Personal,202000.0,36,14.35,6938.0,0,0,0.12,0.292,0.133,0.404,27462.0,0.995,0.144,2,0.716,2.0,0.595,3.5,0,0,0
39,Male,Tier-1,Married,1,Bachelor's,Salaried - PSU,21,SME,5,59000.0,25700.0,33300.0,0.068,964000.0,155300.0,15,575,15,2,66000.0,32400.0,0.491,1,4700.0,1,2,Personal,295000.0,36,14.7,10183.0,1,0,0.252,0.417,0.269,0.436,18417.0,3.268,0.313,4,0.922,4.2,0.716,5.0,1,0,0
28,Male,Tier-2,Married,0,Master's,Salaried - Private,7,Large Domestic Co.,2,68200.0,21000.0,47200.0,0.136,461300.0,205700.0,5,639,5,1,79000.0,31100.0,0.394,1,3900.0,0,1,Education,602000.0,36,11.5,19852.0,0,0,0.348,0.736,0.362,0.308,23448.0,0.766,0.332,1,0.643,3.5,0.463,8.8,0,0,0
41,Female,Tier-2,Single,0,PhD/Professional,Self-Employed - Business,16,Self-Employed,4,64800.0,25900.0,38900.0,0.453,798300.0,95900.0,22,676,20,2,126000.0,66200.0,0.525,1,5000.0,1,0,Personal,359000.0,36,12.58,12024.0,0,0,0.263,0.462,0.293,0.4,21876.0,2.224,0.329,2,0.678,4.0,0.786,5.5,0,0,0
42,Female,Tier-2,Married,0,Bachelor's,Salaried - Government,21,Government,6,55100.0,22400.0,32700.0,0.092,770200.0,95400.0,18,615,18,3,168000.0,64000.0,0.381,3,9900.0,0,0,Education,274000.0,60,12.47,6160.0,1,0,0.291,0.414,0.326,0.407,16640.0,2.811,0.38,0,0.93,3.5,0.761,5.0,1,0,0
54,Female,Tier-2,Single,1,Master's,Gig/Freelance,32,SME,7,37400.0,10300.0,27100.0,0.608,854100.0,465200.0,33,646,33,3,253000.0,107600.0,0.425,0,0.0,1,2,Personal,96000.0,60,14.07,2237.0,0,0,0.06,0.214,0.146,0.275,24863.0,8.897,0.158,4,0.635,4.57,0.911,2.6,0,0,0
34,Female,Tier-2,Single,2,Bachelor's,Self-Employed - Business,10,Self-Employed,2,40000.0,18600.0,21400.0,0.338,323400.0,13400.0,16,654,15,3,106000.0,56800.0,0.536,0,0.0,0,0,Personal,198000.0,24,14.16,9522.0,0,1,0.238,0.412,0.281,0.465,11878.0,1.633,0.28,0,0.642,5.0,0.716,5.0,0,1,0
37,Female,Tier-1,Divorced,0,PhD/Professional,Salaried - Government,14,Government,2,73200.0,27800.0,45400.0,0.14,728100.0,399900.0,15,730,14,1,29000.0,7700.0,0.266,1,6600.0,0,1,Personal,260000.0,24,12.29,12274.0,1,0,0.258,0.296,0.261,0.38,26526.0,2.8,0.249,1,0.804,7.0,0.7,3.6,1,0,0
26,Male,Tier-2,Married,1,Bachelor's,Unemployed/Student,0,Not Employed,1,8000.0,3800.0,4200.0,0.88,0.0,0.0,5,453,5,0,0.0,0.0,0.0,0,0.0,1,3,Education,41000.0,36,13.75,1396.0,0,0,0.174,0.427,0.174,0.475,2804.0,0.0,0.087,5,0.109,0.0,0.463,5.1,0,0,1
26,Male,Tier-2,Married,1,Master's,Salaried - PSU,3,MNC,0,49900.0,20500.0,29400.0,0.107,105200.0,35500.0,3,745,2,3,172000.0,41000.0,0.238,0,0.0,0,0,Business Expansion,406000.0,60,12.53,9140.0,1,1,0.183,0.678,0.208,0.411,20260.0,0.259,0.163,0,0.596,3.0,0.284,8.1,1,1,0
39,Male,Tier-2,Married,2,Diploma,Salaried - PSU,20,MNC,5,30100.0,15100.0,15000.0,0.02,397200.0,56800.0,16,680,15,2,164000.0,58000.0,0.354,4,8700.0,1,0,Home,1263000.0,240,8.91,11291.0,1,0,0.664,3.497,0.722,0.502,-4991.0,0.314,0.598,2,0.958,4.0,0.716,42.0,1,0,0
47,Male,Tier-2,Married,2,Diploma,Gig/Freelance,25,Not Applicable,8,14600.0,5600.0,9000.0,0.535,186200.0,28000.0,23,644,22,2,97000.0,31900.0,0.329,1,800.0,2,1,Education,126000.0,120,11.5,1772.0,1,0,0.176,0.719,0.242,0.384,6428.0,1.478,0.227,5,0.679,3.12,0.81,8.6,1,0,0
29,Female,Tier-2,Married,2,Master's,Salaried - Government,9,Government,3,40700.0,19900.0,20800.0,0.052,356500.0,174800.0,7,650,7,3,253000.0,62000.0,0.245,2,5400.0,0,0,Home,1979000.0,300,10.25,18333.0,1,0,0.583,4.052,0.629,0.489,-2933.0,0.18,0.445,0,0.734,3.0,0.537,48.6,1,0,0
32,Male,Tier-2,Single,0,Bachelor's,Self-Employed - Business,11,Self-Employed,3,63800.0,15600.0,48200.0,0.426,567100.0,58900.0,14,666,12,1,42000.0,10700.0,0.255,0,0.0,0,2,Business Expansion,941000.0,36,12.78,31606.0,1,0,0.495,1.229,0.5,0.245,16594.0,0.603,0.324,2,0.587,3.67,0.663,14.7,1,0,0
32,Female,Tier-2,Married,2,Bachelor's,Self-Employed - Business,8,Self-Employed,1,30800.0,11600.0,19200.0,0.536,117200.0,27000.0,12,630,12,5,230000.0,96300.0,0.419,1,2000.0,2,2,Home,900000.0,120,10.38,12084.0,1,0,0.457,2.435,0.551,0.377,5116.0,0.13,0.394,6,0.468,8.0,0.663,29.2,1,0,0
42,Female,Tier-1,Married,0,Master's,Salaried - Private,17,MNC,3,58900.0,15600.0,43300.0,0.186,1274700.0,60300.0,22,551,22,1,52000.0,19200.0,0.369,2,6800.0,0,0,Education,416000.0,36,12.76,13969.0,0,0,0.353,0.589,0.362,0.265,22531.0,3.064,0.367,0,0.851,5.67,0.81,7.1,0,0,0
46,Female,Tier-1,Married,4,Bachelor's,Salaried - Private,24,MNC,7,57300.0,30600.0,26700.0,0.22,1053200.0,181900.0,22,656,20,3,164000.0,71000.0,0.433,0,0.0,0,1,Education,322000.0,120,11.71,4566.0,0,1,0.08,0.468,0.117,0.534,22134.0,3.271,0.17,1,0.868,3.43,0.786,5.6,0,1,0
54,Male,Tier-1,Married,2,Diploma,Unemployed/Student,0,Not Employed,0,8000.0,4500.0,3500.0,0.813,0.0,0.0,32,445,31,1,51000.0,31300.0,0.614,3,2000.0,0,2,Home,256000.0,240,11.97,2813.0,1,0,0.602,2.667,0.719,0.562,-1313.0,0.0,0.605,2,0.262,0.0,0.895,32.0,1,0,1
33,Male,Tier-1,Married,1,Diploma,Salaried - PSU,9,MNC,3,36400.0,11900.0,24500.0,0.02,318100.0,153800.0,9,629,7,3,152000.0,41500.0,0.273,0,0.0,1,0,Vehicle,274000.0,84,11.37,4745.0,1,0,0.13,0.627,0.165,0.327,19755.0,1.161,0.147,2,0.768,3.0,0.537,7.5,1,0,0
33,Female,Tier-3,Married,3,Diploma,Self-Employed - Business,9,Self-Employed,4,18500.0,10400.0,8100.0,0.4,102700.0,45300.0,13,622,13,3,175000.0,82400.0,0.471,1,1300.0,1,1,Gold/Consumer Durable,52000.0,18,15.87,3265.0,1,1,0.247,0.234,0.38,0.562,3535.0,1.975,0.305,3,0.57,2.25,0.682,2.8,1,1,0
44,Female,Tier-3,Married,3,Diploma,Salaried - PSU,25,Startup,5,26100.0,9600.0,16500.0,0.104,371100.0,99800.0,23,654,21,4,305000.0,99600.0,0.327,2,2100.0,0,2,Home,842000.0,180,9.2,8641.0,1,0,0.412,2.688,0.526,0.368,5759.0,0.441,0.384,2,0.938,5.0,0.798,32.3,1,0,0
25,Female,Tier-3,Widowed,0,Master's,Salaried - Private,1,Startup,0,24600.0,9700.0,14900.0,0.184,15300.0,8700.0,3,585,1,3,219000.0,99700.0,0.455,0,0.0,2,1,Home,963000.0,120,10.21,12838.0,1,0,0.522,3.262,0.643,0.394,2062.0,0.016,0.398,5,0.525,1.0,0.179,39.1,1,0,1
49,Female,Tier-3,Married,1,Bachelor's,Salaried - PSU,28,MNC,4,26200.0,10700.0,15500.0,0.031,722400.0,164000.0,24,631,23,3,80000.0,21000.0,0.262,4,4200.0,1,0,Personal,115000.0,12,14.52,10354.0,1,0,0.555,0.366,0.58,0.408,946.0,6.282,0.516,2,0.981,7.0,0.821,4.4,1,0,0
36,Female,Tier-2,Widowed,0,Bachelor's,Salaried - Private,15,Large Domestic Co.,6,44400.0,12700.0,31700.0,0.301,528700.0,285600.0,12,700,10,1,90000.0,53000.0,0.589,1,2600.0,0,0,Vehicle,450000.0,84,10.01,7473.0,1,0,0.227,0.845,0.263,0.286,21627.0,1.175,0.33,0,0.697,2.5,0.619,10.1,1,0,0
35,Other,Tier-3,Single,0,Master's,Salaried - Private,13,Large Domestic Co.,4,57300.0,15200.0,42100.0,0.075,912900.0,532300.0,12,591,11,1,61000.0,28100.0,0.461,2,8600.0,0,0,Business Expansion,633000.0,24,13.74,30314.0,0,1,0.679,0.921,0.694,0.265,3186.0,1.442,0.558,0,0.808,3.25,0.642,11.0,0,1,0
65,Male,Tier-2,Single,0,PhD/Professional,Self-Employed - Business,40,Self-Employed,9,179500.0,59300.0,120200.0,0.478,3746900.0,1134600.0,47,564,45,2,144000.0,94700.0,0.658,2,12900.0,0,2,Business Expansion,2584000.0,24,14.5,124677.0,0,1,0.766,1.2,0.782,0.33,-17377.0,1.45,0.66,2,0.713,4.44,0.989,14.4,0,1,0
36,Male,Tier-1,Married,2,Master's,Self-Employed - Business,15,Self-Employed,3,55200.0,28700.0,26500.0,0.475,440400.0,228200.0,14,516,14,8,501000.0,225900.0,0.451,1,1700.0,1,2,Gold/Consumer Durable,169000.0,18,17.35,10731.0,1,1,0.225,0.255,0.348,0.52,14069.0,2.606,0.288,4,0.607,5.0,0.7,3.1,1,1,0
31,Female,Tier-2,Married,0,Bachelor's,Salaried - Government,11,Government,2,59300.0,22800.0,36500.0,0.02,823000.0,371600.0,7,586,5,2,65000.0,22400.0,0.345,1,2300.0,1,1,Vehicle,464000.0,84,11.45,8055.0,1,0,0.175,0.652,0.186,0.384,26145.0,1.774,0.231,3,0.778,5.5,0.463,7.8,1,0,0
27,Female,Tier-3,Single,1,Master's,Salaried - Private,7,SME,2,21700.0,7600.0,14100.0,0.153,129200.0,21900.0,9,630,7,3,230000.0,89500.0,0.389,5,6200.0,0,0,Home,616000.0,120,9.16,7857.0,1,0,0.648,2.366,0.772,0.35,43.0,0.21,0.641,0,0.663,3.5,0.537,28.4,1,0,0
45,Male,Tier-3,Married,3,High School,Unemployed/Student,0,Not Employed,1,8000.0,4600.0,3400.0,0.836,0.0,0.0,23,477,23,2,118000.0,77300.0,0.655,0,0.0,1,1,Education,69000.0,60,13.33,1582.0,1,1,0.198,0.719,0.488,0.575,1818.0,0.0,0.296,3,0.248,0.0,0.821,8.6,1,1,1
32,Female,Tier-3,Single,1,Bachelor's,Self-Employed - Business,12,Self-Employed,3,29200.0,12000.0,17200.0,0.524,264200.0,77100.0,8,733,7,0,0.0,0.0,0.0,0,0.0,0,0,Home,1455000.0,300,8.52,11736.0,1,0,0.402,4.152,0.402,0.411,5464.0,0.182,0.201,0,0.496,4.0,0.537,49.8,1,0,0
31,Female,Tier-3,Married,1,PhD/Professional,Gig/Freelance,11,Not Applicable,2,27000.0,14400.0,12600.0,0.654,93200.0,30700.0,13,621,11,6,324000.0,143400.0,0.443,1,1800.0,1,3,Vehicle,340000.0,36,10.9,11115.0,1,1,0.478,1.049,0.638,0.533,-315.0,0.274,0.412,5,0.443,5.5,0.642,12.6,1,1,0
31,Male,Tier-2,Single,2,Diploma,Gig/Freelance,9,Not Applicable,3,23400.0,8800.0,14600.0,0.573,76500.0,5600.0,11,487,11,3,149000.0,85600.0,0.574,1,1300.0,0,3,Home,744000.0,240,10.7,7528.0,1,0,0.377,2.65,0.487,0.376,5772.0,0.103,0.401,3,0.451,3.0,0.642,31.8,1,0,0
32,Female,Tier-3,Married,1,Bachelor's,Salaried - Private,13,MNC,3,30900.0,11500.0,19400.0,0.26,367900.0,170900.0,9,644,9,2,162000.0,81700.0,0.504,1,1100.0,1,1,Vehicle,259000.0,60,10.42,5557.0,1,0,0.215,0.698,0.295,0.372,12743.0,1.42,0.299,3,0.674,4.33,0.595,8.4,1,0,0
32,Female,Tier-2,Married,1,PhD/Professional,Salaried - Private,8,Large Domestic Co.,3,28900.0,9700.0,19200.0,0.234,168900.0,69800.0,14,684,14,2,166000.0,72900.0,0.439,0,0.0,0,1,Vehicle,187000.0,60,10.47,4017.0,1,1,0.139,0.539,0.215,0.336,15183.0,0.903,0.201,1,0.665,2.67,0.7,6.5,1,1,0
33,Male,Tier-3,Single,2,High School,Self-Employed - Professional,11,Self-Employed,1,21500.0,8400.0,13100.0,0.313,102400.0,26100.0,12,636,12,6,240000.0,89200.0,0.372,1,1800.0,2,1,Vehicle,141000.0,60,10.06,3000.0,1,0,0.223,0.547,0.348,0.391,8300.0,0.726,0.263,5,0.64,11.0,0.663,6.6,1,0,0
39,Male,Tier-2,Married,1,High School,Salaried - PSU,15,SME,2,18600.0,6100.0,12500.0,0.02,397100.0,190000.0,18,618,17,2,118000.0,22700.0,0.192,0,0.0,1,1,Vehicle,229000.0,84,10.66,3880.0,1,0,0.209,1.026,0.245,0.328,8620.0,1.734,0.162,3,0.91,7.5,0.747,12.3,1,0,0
30,Male,Tier-2,Married,3,Diploma,Salaried - PSU,10,MNC,1,46700.0,19100.0,27600.0,0.071,361600.0,110900.0,12,677,11,1,32000.0,6400.0,0.2,0,0.0,0,1,Home,1635000.0,300,9.77,14593.0,1,0,0.312,2.918,0.317,0.409,13007.0,0.221,0.216,1,0.772,10.0,0.642,35.0,1,0,0
37,Male,Tier-1,Married,2,Bachelor's,Gig/Freelance,14,SME,4,35800.0,11200.0,24600.0,0.574,316000.0,108000.0,18,663,18,3,187000.0,109300.0,0.584,1,1500.0,0,1,Gold/Consumer Durable,71000.0,12,15.06,6410.0,0,0,0.221,0.165,0.313,0.313,16690.0,4.451,0.326,1,0.566,3.5,0.761,2.0,0,0,0
45,Male,Tier-1,Married,4,Bachelor's,Salaried - Private,20,Startup,5,59900.0,32200.0,27700.0,0.217,425200.0,235700.0,21,612,19,1,69000.0,22300.0,0.323,2,5700.0,0,1,Home,1893000.0,240,10.23,18557.0,1,0,0.405,2.634,0.416,0.538,3443.0,0.225,0.379,1,0.87,4.0,0.774,31.6,1,0,0
27,Male,Tier-2,Married,3,Master's,Salaried - Government,6,Government,1,32900.0,13900.0,19000.0,0.02,188500.0,16200.0,5,741,5,1,61000.0,12300.0,0.202,0,0.0,0,0,Personal,154000.0,60,13.06,3509.0,0,0,0.107,0.39,0.118,0.422,15491.0,1.224,0.114,0,0.7,6.0,0.463,4.7,0,0,0
57,Male,Tier-2,Single,0,Bachelor's,Salaried - Private,37,Large Domestic Co.,9,42100.0,18100.0,24000.0,0.134,1118000.0,545100.0,36,728,35,0,0.0,0.0,0.0,3,11500.0,0,1,Personal,130000.0,12,13.62,11649.0,0,1,0.55,0.257,0.55,0.43,851.0,8.6,0.395,1,0.92,4.11,0.926,3.1,0,1,0
33,Male,Tier-2,Divorced,0,Diploma,Salaried - Private,13,Large Domestic Co.,2,26100.0,7400.0,18700.0,0.068,261000.0,57100.0,9,619,7,7,162000.0,73900.0,0.456,1,1300.0,0,1,Education,148000.0,60,12.31,3315.0,0,1,0.177,0.473,0.262,0.284,14085.0,1.764,0.265,1,0.789,6.5,0.537,5.7,0,1,0
33,Male,Tier-1,Married,2,Bachelor's,Salaried - Private,12,Startup,2,56600.0,22000.0,34600.0,0.046,412100.0,4100.0,13,685,13,3,194000.0,81700.0,0.421,1,5500.0,1,1,Personal,160000.0,60,13.36,3670.0,0,1,0.162,0.236,0.205,0.389,25430.0,2.576,0.247,3,0.82,6.0,0.682,2.8,0,1,0
34,Male,Tier-1,Married,0,Master's,Salaried - Private,10,Large Domestic Co.,2,38200.0,11900.0,26300.0,0.037,547100.0,201500.0,12,606,12,3,106000.0,34600.0,0.326,2,3300.0,1,0,Home,1295000.0,180,11.34,14997.0,1,0,0.479,2.825,0.506,0.312,8003.0,0.422,0.417,2,0.793,5.0,0.663,33.9,1,0,0
59,Male,Tier-1,Single,1,Bachelor's,Salaried - Private,36,Startup,10,66000.0,21000.0,45000.0,0.02,2832800.0,842500.0,37,615,37,0,0.0,0.0,0.0,2,6600.0,1,0,Home,3061000.0,300,9.97,27751.0,1,0,0.52,3.865,0.52,0.318,10649.0,0.925,0.34,2,0.988,3.6,0.94,46.4,1,0,0
28,Male,Tier-1,Married,1,Bachelor's,Self-Employed - Business,5,Self-Employed,1,75800.0,29800.0,46000.0,0.35,127700.0,53700.0,4,662,3,6,530000.0,254000.0,0.479,2,10000.0,1,2,Business Expansion,759000.0,60,13.45,17445.0,0,0,0.362,0.834,0.463,0.393,18555.0,0.168,0.405,4,0.483,5.0,0.358,10.0,0,0,0
53,Male,Tier-3,Married,2,Diploma,Salaried - Private,32,Large Domestic Co.,5,27700.0,11400.0,16300.0,0.085,780400.0,167700.0,30,606,28,2,116000.0,32100.0,0.277,2,2700.0,0,1,Gold/Consumer Durable,66000.0,24,15.42,3213.0,0,0,0.213,0.199,0.248,0.412,10387.0,11.824,0.27,1,0.949,6.4,0.87,2.4,0,0,0
42,Male,Tier-1,Married,0,High School,Salaried - Private,22,SME,7,33600.0,12000.0,21600.0,0.151,461400.0,164600.0,18,676,18,2,178000.0,69700.0,0.392,3,5500.0,0,0,Business Expansion,495000.0,60,13.26,11329.0,0,1,0.501,1.228,0.563,0.357,4771.0,0.932,0.488,0,0.894,3.14,0.761,14.7,0,1,0
25,Male,Tier-2,Single,0,Master's,Salaried - Private,0,Large Domestic Co.,0,35400.0,17100.0,18300.0,0.125,0.0,0.0,3,565,1,3,109000.0,49900.0,0.458,1,3400.0,1,2,Home,1309000.0,240,10.47,13042.0,1,0,0.464,3.081,0.507,0.483,1858.0,0.0,0.409,4,0.548,0.0,0.179,37.0,1,0,0
37,Male,Tier-3,Single,1,Diploma,Salaried - PSU,16,MNC,4,20500.0,11000.0,9500.0,0.128,273800.0,21500.0,16,671,14,3,236000.0,96500.0,0.409,1,1400.0,1,0,Education,104000.0,120,11.01,1433.0,1,1,0.138,0.423,0.279,0.537,6667.0,2.633,0.232,2,0.843,4.0,0.7,5.1,1,1,0
65,Female,Tier-1,Married,0,Bachelor's,Self-Employed - Business,40,Self-Employed,11,56300.0,22900.0,33400.0,0.414,875800.0,125800.0,41,636,40,3,125000.0,47700.0,0.382,3,9700.0,1,0,Business Expansion,875000.0,84,13.5,16157.0,1,0,0.459,1.295,0.485,0.407,7543.0,1.001,0.464,2,0.752,3.64,0.959,15.5,1,0,0
36,Male,Tier-3,Single,0,Diploma,Salaried - Private,15,MNC,5,23200.0,8200.0,15000.0,0.217,269700.0,110300.0,17,680,17,1,80000.0,28800.0,0.36,0,0.0,0,1,Personal,83000.0,60,13.96,1930.0,1,0,0.083,0.298,0.12,0.353,13070.0,3.249,0.15,1,0.785,3.0,0.747,3.6,1,0,0
55,Male,Tier-2,Divorced,0,Master's,Salaried - Private,33,Large Domestic Co.,11,80000.0,16000.0,64000.0,0.263,738300.0,279500.0,32,653,32,1,29000.0,12200.0,0.421,4,25700.0,0,0,Home,2207000.0,120,9.14,28125.0,1,1,0.673,2.299,0.677,0.2,10175.0,0.335,0.623,0,0.842,3.0,0.903,27.6,1,1,0
41,Male,Tier-1,Married,3,Bachelor's,Salaried - Private,19,Startup,3,66200.0,26500.0,39700.0,0.164,951700.0,191700.0,20,699,20,0,0.0,0.0,0.0,2,12700.0,1,0,Vehicle,840000.0,48,10.55,21527.0,1,1,0.517,1.057,0.517,0.4,5473.0,1.133,0.338,2,0.889,6.33,0.786,12.7,1,1,0
27,Female,Tier-1,Married,1,PhD/Professional,Self-Employed - Business,7,Self-Employed,3,78900.0,39800.0,39100.0,0.383,219700.0,70200.0,5,541,3,3,146000.0,64200.0,0.44,0,0.0,2,0,Home,3777000.0,300,10.96,36910.0,1,1,0.468,3.989,0.492,0.504,2190.0,0.058,0.366,4,0.495,2.33,0.358,47.9,1,1,1
36,Female,Tier-2,Widowed,0,Diploma,Self-Employed - Business,14,Self-Employed,4,36100.0,13800.0,22300.0,0.399,381900.0,35600.0,13,560,12,2,135000.0,72500.0,0.537,2,3500.0,0,1,Home,1551000.0,120,10.53,20954.0,1,1,0.677,3.58,0.738,0.382,-2154.0,0.246,0.58,1,0.633,3.5,0.663,43.0,1,1,0
34,Male,Tier-3,Married,2,Bachelor's,Salaried - Private,10,Large Domestic Co.,2,30200.0,14800.0,15400.0,0.168,142800.0,55300.0,14,624,13,0,0.0,0.0,0.0,0,0.0,0,0,Personal,155000.0,24,14.8,7501.0,1,0,0.248,0.428,0.248,0.49,7899.0,0.921,0.124,0,0.729,5.0,0.682,5.1,1,0,0
33,Male,Tier-2,Married,1,Bachelor's,Self-Employed - Professional,10,Self-Employed,2,73300.0,37700.0,35600.0,0.378,335200.0,82500.0,13,638,13,4,185000.0,77900.0,0.421,0,0.0,0,2,Home,2287000.0,300,9.51,19997.0,1,0,0.273,2.6,0.305,0.514,15603.0,0.147,0.263,2,0.596,5.0,0.682,31.2,1,0,0
32,Male,Tier-1,Married,1,Bachelor's,Salaried - Private,10,MNC,4,73600.0,33100.0,40500.0,0.104,500200.0,242300.0,12,729,12,2,67000.0,18300.0,0.273,2,4700.0,1,1,Education,327000.0,60,10.8,7077.0,1,0,0.16,0.37,0.167,0.45,28723.0,1.53,0.242,3,0.753,2.5,0.663,4.4,1,0,0
46,Male,Tier-1,Married,1,Bachelor's,Self-Employed - Business,21,Self-Employed,6,51100.0,15300.0,35800.0,0.518,540600.0,156500.0,22,707,21,2,145000.0,62700.0,0.432,2,9700.0,1,2,Home,1285000.0,180,9.15,13148.0,1,1,0.447,2.096,0.484,0.299,12952.0,0.421,0.433,4,0.689,3.5,0.798,25.1,1,1,0
30,Male,Tier-2,Married,2,Master's,Salaried - PSU,12,Large Domestic Co.,1,46000.0,23500.0,22500.0,0.082,257300.0,22800.0,7,636,5,4,239000.0,105100.0,0.44,2,8000.0,0,2,Business Expansion,356000.0,24,13.24,16965.0,1,1,0.543,0.645,0.611,0.511,-2465.0,0.723,0.484,2,0.753,12.0,0.463,7.7,1,1,0
36,Female,Tier-1,Married,3,Bachelor's,Unemployed/Student,0,Not Employed,1,8000.0,4000.0,4000.0,0.845,0.0,0.0,18,502,16,1,63000.0,35000.0,0.556,0,0.0,1,3,Personal,30000.0,36,15.03,1040.0,1,1,0.13,0.312,0.261,0.5,2960.0,0.0,0.232,5,0.228,0.0,0.732,3.8,1,1,1
34,Female,Tier-2,Married,4,Master's,Salaried - Private,10,SME,2,50300.0,24800.0,25500.0,0.217,259900.0,15000.0,14,575,12,4,226000.0,93200.0,0.412,1,2100.0,0,1,Vehicle,416000.0,84,11.6,7255.0,1,0,0.186,0.689,0.242,0.493,16145.0,0.625,0.257,1,0.7,5.0,0.663,8.3,1,0,0
37,Male,Tier-2,Divorced,1,High School,Salaried - Government,16,Government,5,18500.0,6100.0,12400.0,0.084,175600.0,26800.0,18,673,18,1,22000.0,6300.0,0.286,4,6100.0,0,2,Gold/Consumer Durable,28000.0,24,14.63,1353.0,0,0,0.403,0.126,0.413,0.33,4947.0,6.271,0.447,2,0.885,3.2,0.761,1.5,0,0,0
38,Male,Tier-2,Widowed,0,Bachelor's,Salaried - Private,18,MNC,4,60700.0,19500.0,41200.0,0.109,1088900.0,559700.0,13,591,13,1,64000.0,20400.0,0.319,1,4800.0,0,2,Home,3542000.0,180,9.8,37630.0,1,0,0.699,4.863,0.709,0.321,-1230.0,0.307,0.485,2,0.857,4.5,0.682,58.4,1,0,0
29,Female,Tier-1,Married,1,Bachelor's,Salaried - PSU,8,Large Domestic Co.,0,50900.0,21700.0,29200.0,0.144,289400.0,107600.0,7,594,5,5,256000.0,117500.0,0.459,0,0.0,0,0,Gold/Consumer Durable,161000.0,24,16.16,7895.0,1,1,0.155,0.264,0.224,0.426,21305.0,1.798,0.215,0,0.666,8.0,0.463,3.2,1,1,0
38,Male,Tier-1,Married,3,Master's,Salaried - Government,17,Government,5,70700.0,34300.0,36400.0,0.067,658300.0,206100.0,13,648,12,3,121000.0,34700.0,0.287,1,4400.0,0,2,Personal,329000.0,60,13.49,7569.0,1,0,0.169,0.388,0.184,0.485,24431.0,2.001,0.211,2,0.87,3.4,0.663,4.7,1,0,0
23,Male,Tier-1,Single,0,Diploma,Salaried - Government,3,Government,1,32300.0,8500.0,23800.0,0.02,114300.0,22400.0,4,577,2,2,117000.0,34300.0,0.293,1,2600.0,0,0,Personal,141000.0,36,15.07,4893.0,0,1,0.232,0.364,0.264,0.263,16307.0,0.811,0.244,0,0.656,3.0,0.284,4.4,0,1,0
31,Female,Tier-1,Married,1,Bachelor's,Salaried - Government,10,Government,1,52800.0,22100.0,30700.0,0.02,476100.0,197900.0,10,635,8,3,223000.0,86200.0,0.387,1,3500.0,0,2,Vehicle,382000.0,48,10.75,9827.0,1,1,0.252,0.603,0.301,0.419,17373.0,1.246,0.282,2,0.788,10.0,0.568,7.2,1,1,0
35,Male,Tier-1,Married,0,PhD/Professional,Self-Employed - Business,15,Self-Employed,5,108700.0,40100.0,68600.0,0.562,603300.0,238600.0,14,585,14,1,77000.0,39700.0,0.516,0,0.0,0,0,Home,3893000.0,180,10.73,43590.0,1,0,0.401,2.985,0.412,0.369,25010.0,0.155,0.355,0,0.555,3.0,0.7,35.8,1,0,0
49,Male,Tier-3,Married,1,High School,Unemployed/Student,0,Not Employed,0,8000.0,2800.0,5200.0,0.801,0.0,0.0,28,578,28,1,68000.0,47600.0,0.7,1,300.0,0,2,Home,409000.0,240,10.01,3950.0,1,0,0.531,4.26,0.71,0.35,950.0,0.0,0.516,2,0.269,0.0,0.87,51.1,1,0,1
35,Male,Tier-2,Single,0,Diploma,Salaried - Private,14,SME,6,27000.0,14300.0,12700.0,0.042,231300.0,36400.0,14,702,13,4,358000.0,206600.0,0.577,2,2300.0,1,1,Home,1516000.0,120,9.22,19385.0,1,0,0.803,4.679,1.033,0.53,-8985.0,0.153,0.655,3,0.855,2.33,0.682,56.1,1,0,0
